iter	RMSE
2928	0.2232447911
2929	0.2232048907
2930	0.2231548283
2931	0.2231253386
2932	0.223074566
2933	0.223002254
2934	0.2229835238
2935	0.2229260069
2936	0.2228616744
2937	0.2228314168
2938	0.2227812489
2939	0.2227443173
2940	0.222706066
2941	0.2226699416
2942	0.222624055
2943	0.222553592
2944	0.2225262859
2945	0.2224770489
2946	0.2224252886
2947	0.2223901609
2948	0.2223195846
2949	0.2222752153
2950	0.2222268241
2951	0.2221343699
2952	0.2220841563
2953	0.2219989852
2954	0.2219449329
2955	0.2218696197
2956	0.2218318092
2957	0.2217910374
2958	0.2217519597
2959	0.2217179841
2960	0.2216914779
2961	0.2216446342
2962	0.2215733434
2963	0.2215175705
2964	0.221471077
2965	0.2214280542
2966	0.2213583522
2967	0.2213288837
2968	0.2212978574
2969	0.221251149
2970	0.2212002762
2971	0.2211629946
2972	0.2211066421
2973	0.2210511887
2974	0.220990977
2975	0.2209341585
2976	0.2209134062
2977	0.2208645638
2978	0.2208120393
2979	0.2207796827
2980	0.2207570924
2981	0.2207069627
2982	0.2206405748
2983	0.2205915744
2984	0.2205323916
2985	0.2204991944
2986	0.2204689839
2987	0.2204570506
2988	0.2204211065
2989	0.2203577347
2990	0.2203243122
2991	0.2202787292
2992	0.2202271329
2993	0.220183723
2994	0.2201313496
2995	0.220113056
2996	0.2200727976
2997	0.2200436949
2998	0.2200082604
2999	0.2199721677
